"","SRR26112889","SRR26112890","SRR26112891","SRR26112892","SRR26112893","SRR26112894","SRR26112895","SRR26112896","SRR26112897","SRR26112898","SRR26112899","SRR26112900","SRR26112901","SRR26112902","SRR26112903","SRR26112904","SRR26112905","SRR26112906","SRR26112907","SRR26112908","SRR26112909","SRR26112910","SRR26112911","SRR26112912","SRR26112913","SRR26112914","SRR26112915","SRR26112916","SRR26112917","SRR26112918","SRR26112919","SRR26112920","SRR26112921","SRR26112922","SRR26112923","SRR26112924","SRR26112925","SRR26112926","SRR26112927","SRR26112928"
"GRIA3",6.22290067515029,6.11791008107643,7.14524238756396,8.00510793996273,7.31590391067547,7.32247066165192,7.30980880565716,6.78577943512968,7.77114458836815,5.68744184061079,7.16443311425871,6.67211831901909,6.91242817014339,7.58015041689099,6.82702803125816,5.90266258876288,7.33431237948044,6.51700153965688,7.41820581854972,6.72470003960095,6.74809243354509,6.53188221047189,6.99145982657597,6.61268429575117,7.33387151220198,6.55667998597549,9.06097125598888,7.51659294471898,6.96908371377217,6.75604122773855,6.86721927232349,7.77513280732666,6.98640028777308,6.63065734829195,6.66082793570319,8.57505814313362,5.84443759524993,7.14656509961309,7.60057903276135,6.72333470516067
"ANXA2R-AS1",7.55959885074102,6.83033729684956,7.30417038393144,7.57737227787232,7.48175448404928,6.67380382508848,7.1131561815651,6.9940264512582,7.39919502174094,6.15082139837103,6.91831688475596,7.40604167528003,6.86226033250466,7.38886428464738,6.59752474325934,6.88468067723341,6.74986832777867,7.76169786644011,7.73510771174571,7.21535267241731,7.3468409450128,7.0887128576424,7.55629968169287,7.58198988411356,7.5291438869074,6.57641938457657,7.15059530575465,7.50875595008188,7.00714638422022,7.39559114305132,7.06176200046332,7.21889517643302,6.58137529825578,7.40672547627931,7.47081422767627,7.67555268689875,5.95404358201568,7.54577378368281,7.75728058161134,7.76471667668289
"TAPT1-AS1",6.98623089581174,7.20845160053832,6.96630729288407,7.61011686353563,7.53081054867956,7.15732615492537,7.14518407827497,7.19039362096309,7.10293914838161,7.16428511411292,6.82838392438381,7.5660526155199,7.42062374399439,7.43973269211639,7.23689721017145,7.39151239596012,6.83198183511523,7.07834323445807,7.3683479825853,7.29653222613772,7.216672804098,7.40387384331117,7.65719904891896,7.15418984940799,7.04304861750485,7.65659920929936,7.1694493792835,7.188331912385,7.28530611311179,7.06552325953392,7.32152654682438,7.24477828173675,7.50913272873615,7.21736750248072,7.40174363297682,7.38659849726012,7.09578620594707,6.90997253858515,6.85540773543969,7.7411183841886
"CBLN3",8.06121600746737,6.81522570982706,7.79812770931965,7.69440799669735,7.12473897358103,7.04888762050002,7.40486863480235,6.90382751808933,7.57669859114613,6.50108228368558,7.02953689348733,6.10919652715908,7.61380741419423,7.64559459862965,7.61138460451097,8.11816129825016,7.15609785081226,7.02529553436859,7.06500479234972,7.5588686561284,8.22938177264353,6.28684082773887,7.29749242719526,7.23913829748119,7.23995290413512,7.77861924736612,7.40608651388111,6.63317970316934,7.27280463447475,7.49100759642432,6.33075534629007,7.61247711441831,7.63903151736219,7.61002518109523,6.89573816091655,7.14913946729656,6.53163599015139,7.16975631311226,6.1390560244618,7.01902322892323
"DCLK2",7.07676253555904,7.13362202161346,7.01612744504653,7.09269181600499,7.2482545162748,7.14189032898852,6.83550360463062,7.01882273531822,7.44689119110385,7.94518761253121,7.22212096971743,7.29562728490365,7.01822599059092,7.82997802898789,7.24509485584643,7.03099348614728,7.42238691934343,7.12506705985904,7.08901108481207,7.07261790462289,7.82697630055437,7.75094539595071,7.67484129316088,7.32927065632631,6.9147553436586,7.7782089971221,7.32583624352537,7.01348394009283,7.35197147312576,6.87779371527541,7.08544810101066,7.25138002488199,7.51134091204221,7.59810133934922,6.97203943220442,7.36490464955734,6.68971103555772,7.32937496900809,6.87934863166553,7.22259972985924
"FBP1",7.40332442284838,8.5775499869807,6.95591286302258,5.59632102097401,7.96313780693546,6.53221671097366,6.60982281575575,6.28377459199368,6.56441948726189,6.14848270062175,6.74915041541825,7.70369185488658,8.22590791457467,6.42039783707432,7.18966777045435,8.15645802947944,5.89347324245445,7.96077533817851,7.22891760620797,6.3383024093766,7.07268630318308,6.29555143007315,7.18176752197724,6.76869844698407,7.78474139778029,6.29968226067975,6.45335430728559,6.12430859180186,7.98273920919628,7.43522878418669,7.01565825187098,7.63162040300672,8.88966948082634,6.97174670740226,6.97967081125224,6.43163689922095,7.54174485001583,6.03524769694557,6.70086465362048,8.132603149137
"EFCAB12",7.70126364883132,8.29212388664953,7.29669759459715,6.27597362810623,7.34908736769628,5.74582948301105,5.92300488974866,7.05082932880924,5.84312044501967,7.46928238229035,6.96419007716367,7.70559421265261,7.78775736283844,7.36683489466962,7.40512571838325,7.81968282679809,6.8286569256662,7.95940817872645,7.47165936246523,6.76202863049572,7.48594703717467,6.86892512041114,6.87136060862977,7.25286266405425,7.38538828512403,6.73068415953113,6.79914868004683,7.27749515610723,6.81167245403192,7.63377340553033,7.30540165122942,6.3481082929638,7.53345375048787,7.91103786887055,7.15705550632522,7.15444497534365,6.22818329271812,6.74819832848711,7.01689982855936,8.23427318609659
"NRSN2-AS1",7.3298992551514,7.14476186885882,7.37360754030905,7.29358568136442,7.45623223320196,7.14054766515858,7.61297146443743,7.21230829844303,7.31048620447967,7.29637496429084,7.4411044317639,7.25316599507872,7.22356271295546,7.21713789007818,7.32320387985175,7.16382397524231,7.52885022310387,6.95261152644172,7.47244479065895,7.08332253946008,7.08782769812527,7.13630838179061,7.40815926975414,7.6339963923356,7.09157909435477,6.9868245645979,7.38024125626912,7.35467120659736,7.31536310050064,7.2608027075848,7.06512070372997,7.17953175889279,6.90437890960011,7.32500564813277,7.30719856353837,7.43086517778854,7.21951156217133,6.86090790476065,7.10080766300111,6.97608176604413
"UQCC5",7.62341368252114,8.1057220222693,7.44684241472185,7.36655825897345,7.37036617782379,8.08227599112916,7.01590052371959,7.48440778208152,7.39715725630156,7.91480180430749,7.3148413705198,6.84743354051026,7.17391406480213,7.30254996432797,6.72929827717372,6.94877045208012,7.77427952296713,7.48236062198638,7.55146464073616,7.14151992876037,7.49495176484852,7.4212341624299,7.2040360047652,6.87176273155771,7.52242362803931,6.39509903552791,7.26490910137483,7.11439913561108,7.31410318706239,6.27944927566952,6.79954717396604,7.29465276377272,7.69136938395729,6.75653129196263,7.01590110757131,6.31507770401893,7.94863993969001,7.34588774047586,7.26921601171574,6.81819535762552
"CHST9",7.54833369889472,7.08772178425713,8.13108759550169,6.87826950275278,7.33898460674552,6.45312440109466,5.97472710760925,7.79972528224715,6.30009282350261,6.60579706869423,7.57320928410344,8.1253018697479,6.08267803655566,6.85434651870432,7.19369963789845,8.2002229998723,5.77312582470949,7.49062660895062,7.56539805800586,6.14871749592356,6.12827006861627,8.01511273059773,7.75649518345816,7.18524558312951,6.52420126524868,7.71298596314701,6.66726131638839,7.98684009250051,5.80945563908414,6.67096011133377,6.99021003868644,6.45639679509599,7.02724346914508,8.44574845249676,6.38108614072158,7.36147978328563,8.69219949084478,6.68977178299552,7.01688263509918,6.3153582447803
"PROB1",7.52628592987342,6.84088116691559,7.12612169980427,7.41390718356035,7.4459927106075,7.25239803238754,7.63921551536293,7.13834466828476,6.82547439697423,8.00769605978279,6.9702310020936,7.16524267996529,7.20921583670288,6.79119531834586,7.48503623910312,6.58198311367875,7.43120416815741,7.02546750802212,7.17422846580045,6.87870039363229,7.32421147677524,7.18009153574054,7.2910416225803,7.64802095112227,7.23218953629414,7.30519082506048,7.16770329265109,7.32062027008394,7.05654369097978,7.40373164966559,7.17939901470128,7.59266831200066,7.31430723532324,7.32197475290281,6.90262940924054,7.36097342413165,7.87502311561706,6.51331519242035,7.27723640486813,7.16799569992012
"PTPRN2",7.13747813839659,6.7289073296695,6.96999544597648,6.69149580015735,7.26318578883551,7.23618517446807,7.11810893482587,6.76649579479792,7.8185879236781,7.51882091612373,7.59848237659512,7.38891115378706,6.71373777504104,7.05005301761996,6.92782091424706,6.77280635744248,7.65163386279579,7.06049121821512,7.07293122551119,7.80305817878741,7.16035028512931,8.1871445026076,7.38253575842187,7.26538492436721,7.05217535280581,7.42939605560904,7.42892712043386,7.60716110003116,7.11439270422532,6.94241868547967,7.3490275937349,6.84064270605071,7.42668551694575,7.49554011010835,6.74403938514101,7.0529212772599,7.52031988098385,7.67528811245476,6.90772589626966,6.88270657998199
"LMTK3",7.39717369134491,8.02909599432905,7.11104310540819,6.43257513191994,7.47241664128773,6.24825744543471,6.28758638760575,7.14567094732854,6.66126077786743,7.35639593203303,6.71575482689162,7.07133707534759,7.45918235704662,7.18139320126344,7.33664095427476,7.86027427757481,5.63477719491351,7.47509205925568,7.57472100608351,6.96931407959003,8.02588672885068,6.97405331010012,7.38280668825564,7.62880522097779,7.62653805314065,7.13066788928411,6.82416957478389,6.84726580839371,7.65662257300368,7.57753316444389,6.77537302615715,7.71085818673307,7.59695621061872,7.23056238697915,7.178131496518,6.74499853132728,8.26416189543498,6.47160547381862,7.21608446827974,7.51108162815489
"IL1RL1",6.09717007151771,5.39772613387576,5.5679856529916,7.42044903803578,6.22806762746541,7.51039956172268,7.72086732331714,5.88339310448917,8.17509588705814,9.09850563317094,8.88278224214811,8.04133880724346,6.13951897064535,6.90710014597616,6.45848903833706,5.20805474592969,6.67086447222995,5.73603966027602,5.86714124411569,8.27314617436895,6.16946519088157,7.73302385253597,6.11243756762503,7.15434824388556,5.58892931080915,7.35024699433712,9.79981282458635,5.54000580540967,6.5764975658129,6.12173174567409,6.37649637170006,5.83787783539828,6.0738201155239,6.48078660248644,4.91856794639484,7.56261175561258,6.89064281861521,7.15023581500191,6.76450518376432,5.68692119087779
"LRP1B",8.25035117605608,8.67494424181563,6.99511546391284,6.62828646587834,8.1513902646241,6.21680686760011,5.3031652868304,5.64111354927197,5.01067133018835,5.3852689867493,6.8622734336964,7.17292758276293,8.47590778381669,6.3145653069672,7.04461033889138,8.16599756687559,6.17031821839567,8.09252368969432,7.21604961094408,5.58690439983069,8.00228293307699,6.10853017638005,5.69911317319493,6.73590451757889,7.1358586899048,7.40158683390173,5.38277289818523,6.4338004477075,9.0488372705826,7.95218816319979,6.32696782615731,8.30290567442876,8.63025646126789,6.80974216182809,7.443806242725,6.10184592550917,5.57746966244616,6.3017422544289,6.33352818951019,7.53979982183592
"FOLH1",6.25958613310803,7.43115520263031,7.01067678904868,6.68031032054639,7.25601115299281,7.38154571100688,7.19625066366343,6.91454664212776,6.60715099254953,6.98158755452534,7.54693826706628,7.20060987410147,6.76098223636174,6.74465663016398,6.82740746406753,7.33296347666769,7.30681158515499,7.74761331322838,6.38539271571119,7.04358259590527,7.56118291600047,7.56361364050476,7.35166882351426,6.94499534210605,6.60436705160057,6.73279373590352,7.13339696744079,7.63514241856156,8.28783241009108,7.68696333265508,7.94764326719102,7.32734772654304,8.14386814427828,7.41001183117101,6.82665090829791,6.87760054944924,7.88164804616024,7.38492819129964,6.4575080192314,7.60707539537503
"SCHIP1",7.68470082817334,7.5928371604154,6.5906120900837,6.6081701025008,7.26499335347703,6.18516317904695,5.96401122291984,7.34443728743375,6.80984279572377,6.26164513348734,7.32216131906034,7.63465973168204,6.65570778512768,7.39207835459217,7.37074849289115,7.0138467808483,7.93427263287155,7.11133955410973,6.1961484484154,7.75547279321683,8.72676547601922,7.6513782530257,7.448567574973,7.46503183989608,7.00949666136303,7.6153970395121,6.11742533324396,7.85080713031939,7.45735906786189,7.32322332472833,8.08983114582561,6.87854238732026,7.90976670589357,7.20041411209741,6.75528237716962,6.91683113983708,6.54237416047771,7.13312473086323,6.90319466022537,7.30475264814432
"TRPM2",6.80362935767952,8.06113360677388,7.36974470932813,6.8427649638772,6.52849125808374,6.76120345655016,7.5511041916007,6.9998934680072,7.32458740356853,7.06766995431704,7.55595732064773,6.97374120086578,7.57416326538257,6.73609895932231,7.606130811349,8.07404635389982,6.88987228028206,8.29047037748267,5.99373655172464,7.37664280445114,7.10828166118551,7.02548119825648,6.96604114795046,7.5683017759251,7.16991360324004,7.19261071526311,7.18347940543621,7.08417107097167,7.19568954240271,8.36872492041152,7.37994961799538,7.10920882654875,6.79750329700616,6.89949726036982,7.78547094413151,7.11092495578963,6.64093137200079,6.54455324922329,6.91055938469474,7.79827253176522
"TLL1",7.66538748754402,8.00280719076525,7.42853415533603,6.55760286854777,7.09196229470874,7.34901804372917,7.22383601813576,6.4779477675552,6.70547920531757,6.24235428578686,6.5819263946444,7.28964972728389,7.66422455577809,6.90984420011379,7.14400325047312,8.78916548320996,7.65372107504924,7.52411655786332,6.53576433008167,6.87543692508266,6.88473449412817,6.78878127601838,7.33304739222251,7.0874391795273,6.53070543926321,7.10290596961204,6.65986801802289,6.58124414487466,7.32348913172502,7.14202154527501,7.04486169111313,6.96885941265284,7.52876794923945,6.35719161477886,8.38868155478969,6.20864577097858,7.14457375951729,7.68921983322478,6.1460271003365,7.86496872163104
"CLDN23",6.86361472884638,7.14131279404538,7.12404826144204,6.89369767151118,7.48862352914831,7.23385496126086,7.19771721879852,7.48068434286082,7.07027331708099,7.30127648362326,7.35598949473894,7.50508547094304,7.27496043757143,7.22986286772262,7.0387806016771,7.18115442001389,7.27022222552232,7.39904600201117,6.87315527508825,7.20354406108413,7.54076957979573,7.51212457887751,7.25836622818893,7.34338512596961,6.68612589307901,7.0280266474269,7.65544847406375,7.14724242197311,6.81627416725578,6.97623238455421,6.81376463574007,7.03983516914474,7.62508318490679,7.17008213201621,7.164901643056,7.28250290464979,7.92582800639979,7.38656252398316,7.34635736121922,7.23774228712029
"PRSS53",7.44178403440463,6.91593211493077,6.5529710272467,6.8876804489856,7.41601019305476,6.68266612453545,6.34709973232804,7.67808024613739,6.49417678437184,8.94763477692441,7.36503609528872,7.89309815369933,7.29773311038848,7.8631251673177,7.42862305264972,7.21228972043416,7.00946498128086,6.60063956578337,6.85393104990579,6.55406556445568,8.2000002646462,6.97708735135336,6.671779353789,7.94487264394078,7.26680722725346,7.73855687853659,6.01394540397019,7.22875507763051,6.82961294396385,7.46375543588384,7.07811745343464,6.40649359654259,7.84296672932102,7.67913672451695,7.16350052660897,7.0109951662905,7.10655412767671,7.89551493939375,7.10546116689039,7.77521876775938
"ARHGAP24",6.91172856815323,6.38964210095422,7.48186782150907,7.18659255517751,6.96859315482527,6.90848236748747,7.38337833952326,6.53779520775928,7.52332030026372,6.95845625766909,6.63865906629521,6.61392297100365,6.60736190457801,7.79625640266473,7.13376391137813,6.38547259912019,6.91074487813432,6.53732307861152,7.78340707235687,6.84363244019258,7.73743364012804,6.93190703111644,7.35354827303208,6.76136481380446,6.99013493862364,7.61797860665836,7.9388670624437,7.85784309715096,7.09583353909045,6.94009581724458,7.45660489858914,7.42208809430491,7.79202067764857,6.81733300147491,6.98794317994509,7.44998595527452,8.71108568952769,7.06368522391992,7.56006289340463,6.72678222148146
"PLCH2",7.50608330365699,6.86172051160214,6.45986161832166,5.8219329824244,6.9875143858125,6.98001132021358,6.25030492468201,6.22435372825021,6.65909418505338,8.13885847073222,6.4219808909181,7.90525686019241,5.79140827274993,6.40465444254314,7.69450819000497,6.68657188685415,5.57001594139891,6.73851050500922,7.53345095016874,8.01262743094986,8.79933289776235,7.01229892938667,5.27599019792757,7.24680913955554,6.87204684184766,6.87475964375932,5.3309594946085,6.4519454754142,7.50322005243954,7.20263757354017,6.93403455896508,6.35947890465271,6.31662847028235,8.23191854644163,6.92497783332311,6.28214976796827,10.5730727777141,6.9431443560478,7.34708641891185,7.1894320676
"GRAMD1B",7.20688253633191,7.8759969671961,8.1309688807816,6.34909236792589,7.19295182353961,6.78127528241663,6.35370092998334,7.00695221535808,5.82527844318583,7.50805465186365,6.5040911731019,7.34248988859511,7.21609809843656,7.10705797458861,7.74549256993306,7.62720328475545,6.68733975011749,7.71073621092038,7.62253145330722,6.74625144086228,7.16777671567706,6.89770972763908,6.62039521384767,8.44641833954935,7.52911157096145,6.42109972396361,6.38020370019204,6.45946043086233,7.0334616992705,7.71091627287078,6.80895799646778,6.50499604508819,7.08321128336523,7.42855785509588,7.69603917621892,6.96436901808227,9.31530278088645,6.88481612237891,7.0506049248608,7.00037020820731
"GIHCG",8.01829011279861,7.34926928407351,7.37902915446194,6.95910144762236,7.32694952059297,7.0968632715592,6.94476422046284,7.67929937946977,7.35964782877238,8.15188324292257,6.97768330845668,7.44084742584828,7.11783675044226,7.61338269762503,7.10802910531191,7.0283395289697,7.02853312042751,7.31409533469709,7.16592224082679,7.20970004894914,7.76027634421884,7.40800336544207,7.41953328462952,7.1554469051027,7.33178099918063,6.93806771514716,7.36097383704778,7.87568802895226,7.10434610372056,6.85539609782608,6.81453857584698,7.06209890513854,7.51783732531999,7.06506625606167,7.10241735109136,6.68295111080884,6.97215528761463,7.27163283849648,6.89293522787653,6.76418851103587
"UBE2T",7.47685685364582,7.62097797753284,7.35696600149255,7.17578655185287,7.0363476136807,7.12018293590032,7.24224394544398,7.28979666082186,7.59141388659002,6.72945469407298,6.87907536990922,6.83364531343098,7.36149661061597,7.03874644976942,7.02034239873117,7.3553676495914,7.25360903218826,7.397400127816,7.35139237876516,7.3226178012844,7.39471631352101,6.58176018212923,6.84758178750087,6.98470778991308,7.74195696138464,7.06106530893173,7.41330928335907,6.67910918510655,7.55395235831097,7.45878558814932,7.96673323135201,7.31757289525253,7.80678209599485,6.82024456759856,7.49195658800556,7.06347592030342,6.64418803066895,6.66095499936644,7.00457297765806,7.28418254618411
"CXCL2",5.84082320710009,6.15176387568432,6.27740680325772,6.0955447101317,5.81520171884974,5.36205478588667,5.72706546197664,5.84089970080238,5.74380834567678,6.43422673008234,5.65741474545551,6.88165453431493,6.3138554886371,8.85953853256754,6.31922244177717,6.59614818208169,5.84735110747021,5.31431795621513,7.0078400371824,6.29164661939304,6.15982692225435,5.7918309448128,5.87299013276652,6.20376448853999,5.78367988759742,5.66667893034901,7.57595003948857,6.98849592982716,5.07425328514402,7.00512286167964,6.41196520778465,5.35492857438986,5.37085810188676,6.62354366681538,6.13637721397523,7.23902987227112,11.5098327644687,6.21603869549775,6.64690936623304,5.47019574403287
"CCDC157",7.58150047092411,7.46357168113614,7.23631770383473,7.04076307008901,7.15998253390044,7.12738536571477,6.5943890973702,7.43473034476524,6.74613177049856,7.6254171682464,7.16435585296246,7.6980751222268,7.19176506615915,7.27750060782347,7.13561498728791,7.61483693095573,7.35798090389894,7.79578166269642,7.43664315096649,7.2471622741873,7.13551225030974,7.08112928474494,7.07809257335988,7.09374704522577,7.26164477852446,6.34046988071802,6.99928122730576,7.17671389482193,7.26692509191967,7.36083552304741,7.57752792362666,6.94360143461825,7.11752973778852,7.55683337906198,7.56512902944553,7.29073190770616,6.80247987077598,7.11366292262913,6.72747552094096,7.72032794814863
"CTF1",7.76084244251471,7.74456851243343,6.91796538835539,6.31906601425566,6.74857913817915,6.85991321272917,7.00799764322969,7.04641607228759,6.65906645810559,7.58122598688308,6.7697756809816,7.33592062643697,7.55290950896582,7.06509523287272,7.30458693733855,7.68067944766295,6.69203944442988,7.37144622412547,6.63441696427947,7.55717241577182,7.18953899175732,7.40757154181092,6.82777280209303,6.91786194942599,7.66682095292352,6.68854815346556,6.64031982824381,7.26164280874258,7.89474864103922,7.41213762135049,7.57493759691766,7.10682058053131,7.71195962014141,6.99465786697423,7.69621787740985,6.6483584634316,7.96094417609482,7.05185654243025,6.62770106393009,7.26978639138497
"CENPL",6.96012774915368,7.0137617444314,7.17644840306491,7.91595374390403,7.20253325530708,7.67035468551374,7.03635722773964,6.80622769359444,7.52679642686072,6.29395780996443,7.11161172776694,7.02769723535371,6.81890927691017,7.7435025298522,7.28144522450056,7.00769581273852,7.24036743210498,6.96529369222536,7.1226901723241,7.10398087572494,7.27345854982096,7.1602846619278,7.35814947933549,7.4338035875448,7.35363929305139,7.19437657252543,7.17653675524964,7.52870435110193,7.17533595419937,7.05314665690571,7.72645353835476,7.04618392391991,7.02052705749626,7.22559563579445,7.6607812663555,7.70973804608732,7.37201251032804,7.35953846094951,7.40154767933591,6.90757542681997
"ZNF418",6.86797599309023,7.28202838248471,6.94150206754362,7.09813430949918,6.94369421870968,7.22745645413003,7.43464843906854,7.94397885418072,6.87074212983762,6.2097283126761,7.34422103476502,7.85787820571879,6.92291154673251,7.49363711002732,6.73484935051747,7.44109628457098,6.86917229594451,7.14028856118961,7.42015115625736,7.48054104383622,7.95919729692442,8.14966321486303,7.39323085024939,7.72026649582336,7.1296419522134,6.82864646790417,6.3911937982172,7.27964047392578,7.26552352121652,7.03104863172824,7.09686948952132,6.88168545531831,7.3007630656576,8.12613083682968,6.90297481545585,7.13580463173523,7.59635843658861,7.07817497757774,6.98455070413219,6.94141341543367
"ZNF628",6.97584678368107,7.92546490713919,7.38690661404191,6.94968728828575,6.60829585476703,6.79123684392732,6.84486481680786,6.94336374766859,6.76986331351088,6.60099917513686,6.91691635281599,7.01828025984795,6.77393078208392,7.46550502976888,6.75611520612257,7.64095432145339,6.30014078574973,7.52755897572134,7.82346275631172,7.3071468860626,7.19593853716951,7.0225539123502,7.38264633831917,7.31221834892289,7.3521065512538,6.94156842646065,7.07037318594959,7.24740571462688,7.36965923971249,7.19637170402054,7.95529970612012,7.41779073905779,7.80874773215038,6.82518103745487,7.63782957066612,7.73256538896641,7.97649362581095,6.91385309861638,7.55934566112184,7.0599725848191
"CENPM",7.66937704454726,7.29902586760608,6.95985765704845,7.0548649791349,7.51786781551733,7.16934773722338,6.72961829257037,7.50646394731496,6.98864262047322,7.65470812669785,7.22241793333371,6.95158163455171,7.31621351734733,7.594803491497,7.76616908811453,7.51887610911586,7.12428119319834,7.78806227967024,7.71674365715123,6.96589212395929,6.61987727277938,6.94225530880986,7.72197781095475,6.98221312661587,7.01741621249844,7.18316127267817,6.80465841623146,7.19258029562977,7.10143798274407,7.61942635431376,7.63338655584913,6.40704274181987,7.64497815414869,7.57724127507211,7.69154166157671,6.9568592947667,5.79904037092827,6.01941841728386,7.09142437523419,7.50212121294593
"ZNF892",7.5507794165078,7.04913233938362,7.37460955921306,7.35599217511298,6.59134084788888,7.39404761447394,7.53699378857733,6.41675954669017,7.56373204993928,6.26280596376139,7.00282947031203,7.60533550224558,7.53240109242349,7.47056429326148,7.37023681324206,6.8184941625964,7.12083968098242,6.99030322789588,7.38915892245576,7.57794163749481,7.22762349542421,7.35604149912569,7.03809022760639,7.04650228142082,7.41833497656222,7.07052909696308,7.13056418727389,8.01621751473549,7.07431600839288,7.4520630037079,7.2980934618194,6.87456068104431,7.36792290808258,6.81059215810208,8.03452706647182,7.01258103974537,7.65448301735747,7.21583601844337,6.9410164704004,7.134882619837
"LOC105372480",7.52281990942346,7.47968557420785,6.881167871044,7.11713544773035,6.93798163790282,7.46295938303722,7.35939705137995,7.51403846100962,7.2333329152957,7.42634549212599,7.20563746473639,7.07250000735637,7.19367894933151,6.91755835121971,7.3064033973862,7.20283567392176,6.84025091514589,6.94642312014431,7.66410464925689,7.0989363524592,7.59990730895273,7.01751871944374,7.35768354456689,7.15273931210153,7.6739189268937,6.87964279534932,7.2742367128537,7.13659391600137,7.35367357224927,7.46276714607784,7.3347050211619,7.32068792224288,7.930112434449,6.96610792524303,7.0397359874553,6.78030713535495,7.72134776560345,6.8050956504633,6.87759596691052,7.52252604054617
"OVOL1",7.01521221052554,7.97379185661424,7.16547134310689,5.81254398932237,7.35033911652801,6.20112005062435,6.4046098063499,6.47770309957996,5.67273098432803,6.0194011774395,7.2830407162085,7.19921383777544,8.43531814722248,6.77879580780739,7.84286206617279,7.91597782379114,6.14827541975347,7.63291724749068,7.20532697524212,6.11556341442906,7.72309342817161,6.76885732153123,6.22261014147694,7.59537564382535,7.92111097054155,6.52442960959535,5.95803145441693,6.96852484021609,7.73194531328777,7.86072024437892,7.34184645804566,7.64766821094612,7.76035429418513,7.63454711042036,7.91503402237879,5.82969792745775,6.41544776236111,5.99155662740737,7.2885048720386,8.07451659473962
"RAB6C",7.41141657731522,6.99139337289902,7.3608086343388,6.15388846497238,7.29626987951881,7.26484449235708,7.54958507749141,5.97805601902688,6.0873783842251,5.44758527914146,7.02512413076001,8.01162381805641,7.45642148458588,7.1010576418537,7.4102455182946,7.0862073241905,6.83121141496915,7.63704623734355,6.91053570319589,7.40536999781667,8.01055302120745,7.9417175913257,6.75431842628026,7.56964575455508,7.62492565633885,6.49644828925895,6.29789739531757,7.21620310374421,7.53468702350507,6.09962836238586,7.28115018116542,7.15465307070364,6.81977441261975,7.43190946752892,8.02612399821664,6.63332445206852,4.91206027559821,8.0563000528015,6.95528303637446,7.51020090185309
"RADIL",6.96513840706078,7.36916932304297,7.59544273367919,7.71497350818282,7.18035203904619,7.09740623346223,7.00284873487556,6.84327224162062,7.17944501202588,7.81519914019332,6.69296231822717,7.31023455721888,7.52115614164614,7.56214309085586,7.37871101625761,7.77995091838077,7.10909983183076,6.68847497840261,7.79282926480548,6.68885550446885,7.60153707240335,6.89855436480631,7.02058683088876,6.86586113926812,7.86929266921904,7.61466730097553,6.57873136012082,7.10643571026734,6.86375933682391,7.0708967460852,6.96778896746409,7.39168844504948,7.18719277087187,7.09501220420186,7.63210682684662,7.50867196181973,5.8253568250021,7.08444013665389,7.54900093801221,7.17340392975106
"REM1",6.88412814228991,7.10211082878976,6.94675129689992,7.09696209137183,6.94489233396592,7.54170522571128,7.16107186902202,7.56006368364922,6.96485519648942,7.74459643214131,7.1661491601091,7.70730482791665,7.33229949147677,6.69559683333947,7.28824290936406,7.01066297055049,8.06181076234095,6.74473701482961,6.51813833523727,8.25980423658641,7.71078154557945,8.15965665677837,6.98515773931461,7.39611615927788,7.02986092681608,6.36331531797359,6.73743356772683,7.87978567558672,6.96088360727179,6.72345872277567,6.47904962452569,6.79791635040552,8.30659346871167,7.4366345227384,7.16267900367123,6.41980274470141,6.08072044565164,6.96048152098658,6.55306521082371,7.34408332656423
"C3orf33",7.65410636512643,7.36897942007337,7.18611735059278,7.10541499159166,7.09447481317857,7.04972233947426,7.08334953056133,7.05697605592316,7.17482428656854,6.96997602728369,7.06150401981006,7.04230168849976,7.41690816586465,7.10856562939908,7.16473072962074,7.1368755563357,7.26117730131114,7.3983929803846,7.36003477494139,7.50859062989715,7.15177166924946,7.67774661939138,6.86511104323054,7.08884648045485,7.72005239064141,7.12758530864841,7.13542604812097,7.29177390976292,7.54264159686819,7.42491286987698,7.38114487534617,7.1837580419865,6.75861863591659,6.7850167639608,7.71125438656721,7.13120038042157,7.57161345760268,6.80497688730327,7.04596257592418,6.97854214014957
"SYNM",6.59422925055801,7.8034940720603,7.12497627997337,6.72013405028269,7.42997783689555,7.30003614785798,7.45150752250992,7.34152230868223,7.56832494364894,7.61955833115425,7.72881397029641,6.98486703990041,7.11091879020483,6.97762206382286,7.026995349205,7.59533706900364,7.25696203571951,6.75213773942347,7.23445788119371,7.50970344124911,6.74670478329946,7.6727201307936,7.81494978466721,7.45609965600337,6.83736329626284,7.59588435211851,6.42492103981,6.71643625192728,6.722249665999,7.00127638910014,6.86593955758544,7.2144202192528,7.70518953363823,7.25298914781459,6.57918804339545,7.16515434192593,7.84854030596326,7.96255743293411,6.87953506476597,6.96941134382033
