"","GSM1832695","GSM1832696","GSM1832697","GSM1832698","GSM1832699","GSM1832700","GSM1832701","GSM1832702","GSM1832703","GSM1832704","GSM1832705","GSM1832706"
"LOXHD1",0.9941149,1.7792206,1.708385,1.6185632,2.2971259,1.9823952,1.7309871,0.939418399999999,1.450337,1.241745,2.5852309,2.4930349
"LOXL1",9.2177325,7.7625084,9.8019314,8.1601181,9.4792166,8.3912287,8.6497736,8.7338648,7.19709495,7.9779778,9.1024599,8.332614
"LOXL1-AS1",6.375289,5.9645615,6.92518333,6.1207476,6.3919335,5.7835694,6.51232437,5.5513435,5.7907682,5.1215849,5.9708867,5.6145263
"LOXL2",7.88111595,7.24875072,7.27132324,7.0917559,6.987940823,7.33458427,7.5454283,8.4013682,7.84671596,7.7991772,7.094544446,6.985322034
"LOXL2-AS1",4.2675434,4.588871,4.6657763,4.5680499,5.0251594,5.2467819,4.633009,4.8077903,4.781045,4.1275854,5.3366146,4.9308548
"LOXL3",8.4933272,7.3103142,8.1828814,7.47665886,7.1737986,7.073329007,7.8629151,7.93192676,8.2324524,8.1470795,8.00393776,6.0963383
"LOXL4",4.9161544,4.782979,5.604724,4.7536856,4.423379,3.3480683,4.7981882,4.4145527,4.441155,4.2341966,4.4144206,2.7978049
"LPA",0.8090096,2.3481942,1.8515692,0.5287791,1.6920891,1.8318663,1.5477133,0.8438016,3.9881636,0.999100599999999,2.5543546,2.6413586
"LPAL2",8.6034766,7.9451304,8.4768477,8.2576895,8.3217345,8.4024887,8.1176758,8.513403,8.8953171,8.2402001,8.1252146,8.3059302
"LPAR1",8.6396532,8.7872048,8.3616782,8.7086506,8.4352742,9.3941851,8.5984898,8.9085656,8.5762492,8.7458182,7.46974853,9.1595145
"LPAR2",10.695489,9.6605463,9.9812661,8.8078747,9.1368618,8.1560345,10.3624764,8.8127232,8.306633,9.8175869,9.7945462,8.0226803
"LPAR3",9.0750323,8.4708233,9.7580061,6.13943294,8.8105183,7.28507332,8.878376,7.7031298,7.11195377,7.6321135,6.4164596,6.77352432
"LPAR4",1.7386613,2.4455452,2.0990146,2.6874136,2.6456519,1.8182202,1.6855126,1.388063,1.8862672,1.887126,2.0103751,2.8901759
"LPAR5",8.7476054,6.92389492,8.755044,7.3225899,6.66103843,5.8597441,7.5752554,5.8806572,8.4175873,6.0945244,5.8932791,6.63685325
"LPAR6",7.6440764,7.9332438,8.0510617,7.989975,8.2244396,8.1432124,7.7443333,7.70189,8.2008362,8.0379906,6.4035726,8.2385054
"LPCAT1",8.8706236,9.2537766,9.0249424,9.4563284,8.8842316,9.4766178,9.0712204,9.6379605,9.8387986,9.8748942,9.4192381,8.8888312
"LPCAT2",10.0897608,8.8778172,9.8918333,9.9650966,8.0592804,7.66204456,9.2551251,8.9274569,10.2060089,9.030056,7.11941246,7.7732449
"LPCAT3",9.0432558,7.93090824,8.6942396,7.31904224,7.923975,8.2808323,8.6087218,7.71934227,7.52933315,8.6804924,7.72522453,8.4493857
"LPCAT4",7.26386264,6.60893634,7.20006756,6.95258907,6.970129048,6.9187384,6.83337501,6.77321533,6.79746631,6.3128872,7.42765335,6.6158772
"LPGAT1",7.7494288,7.6176453,7.7323275,7.7754288,6.64231876,6.973945653,7.37554172,7.82505516,8.0591479,7.7960415,5.5671325,4.9183393
"LPGAT1-AS1",0.896638899999999,2.5266156,1.7012406,1.895217,2.2459626,1.7869396,1.7771586,1.1974986,1.7356626,1.0302372,3.6322436,1.9479924
"LPIN1",9.0243483,8.2907544,8.4435616,8.5814391,8.0378418,7.30270199,8.5144654,8.0825167,8.3155232,8.6721173,7.2811747,7.5720549
"LPIN2",7.03649429,6.901645695,5.6988364,6.01866726,6.0018893,6.7329865,7.34916214,7.025661503,6.01474956,6.44783405,4.8669968,6.4725285
"LPIN2-AS1",9.9460296,9.7840681,9.0897532,8.9401341,8.9643011,9.6127701,9.7579298,9.2806082,8.6633644,9.7132931,9.8058291,9.4674034
"LPIN2-AS2",1.0813276,2.560628,1.6469303,1.4779182,2.9162841,2.6047173,1.9008541,2.9594384,1.2493276,1.5187056,1.8007179,2.9668616
"LPIN3",8.7496472,8.0661097,8.2698861,7.75900654,8.8441105,8.5576754,8.7609673,7.27638725,6.4119959,8.0938797,9.4705267,9.2850371
"LPL",4.1081876,5.1887799,4.9618054,4.8287454,4.795651,3.7032028,5.6044131,4.1655588,4.9700013,4.5989056,3.6958218,3.1536534
"LPO",0.921705599999999,4.0045243,2.6278286,3.3846226,3.7421952,3.5394869,2.5299226,3.7658873,1.1769856,1.3585911,4.9746633,3.383739
"LPP",9.0008612,8.9296494,8.9530535,8.658247,8.1332036,8.1443606,8.7341214,9.0314474,8.835537,9.0537616,6.67991737,7.64637855
"LPP-AS1",0.9634446,2.3967328,1.8033409,2.9362979,3.7849174,3.9308262,2.2843943,3.3480826,2.0898376,2.857244,3.5653773,3.4846116
"LPP-AS2",5.4253712,6.6060734,6.11695007,6.4728003,6.67104725,7.13841823,6.6830378,6.69546894,6.1547442,5.9944306,7.34514908,7.09196476
"LPXN",6.36059955,6.74753193,6.3095255,6.80241588,6.997411763,7.44007686,6.59361938,6.60722068,7.042336499,6.58950142,7.26718906,7.11454443
"LRAT",0.882603199999999,1.6498351,1.7665836,0.5054579,1.6917754,1.8155651,1.5498939,1.2413063,1.167461,0.9909301,2.0620642,2.8033829
"LRATD1",7.78962234,7.7968941,7.9335585,7.6653061,8.1650181,8.0794735,7.9235211,7.87415126,7.6993065,7.49821666,8.775424,8.3266898
"LRATD2",5.7431584,7.45545963,4.5922346,7.072551762,7.08774475,8.2419644,5.9147988,7.13294128,7.3072472,7.8114586,4.7361116,7.017010247
"LRBA",9.8069363,8.7179356,9.9060202,9.4350529,9.2707006,9.2389288,9.5368166,8.5458212,9.1547146,9.0487881,8.2156554,9.5998926
"LRBA-AS1",2.9809499,3.1679373,3.1315623,3.6842499,4.2523098,4.4214946,3.2001782,3.3974046,3.3031736,3.4633923,4.3511219,4.0078888
"LRCH1",10.784997,10.0503912,10.3279124,10.0509854,10.1817532,10.0682364,10.2717839,9.9215165,10.0333472,10.530016,9.9941912,10.6446238
"LRCH2",5.3803153,5.8933802,6.3310023,6.098342,7.37952045,6.08209613,6.27444557,5.8232546,5.077364,5.4593478,4.905777,6.3968239
"LRCH3",7.7960005,9.2055569,8.6144848,8.5426255,9.5717516,9.8418456,8.722066,8.8974734,7.97085766,8.1111031,8.4466753,9.7249441
"LRCOL1",7.4924269,7.80045704,7.83086685,7.6778975,8.2710057,8.0292807,8.2926569,8.0884838,7.76620296,7.7836247,9.0431414,8.5990477
"LRFN1",9.7415438,9.5333872,9.4779139,9.621006,9.8763656,10.48421,9.2741537,9.5502166,9.5868168,10.0605756,10.078538,9.7598744
"LRFN2",4.2530523,5.2830758,4.5342436,4.6433192,5.0951748,5.456481,4.693933,4.9420653,4.2333889,4.4166851,6.2233496,5.3196846
"LRFN3",7.23414901,7.1572285,6.87781814,7.17626194,7.49148945,8.0622998,7.1246529,7.38898948,7.1628838,7.44503883,7.6594954,7.9837561
"LRFN4",9.0991679,8.8883229,8.5804453,9.0904732,9.1163121,9.6547346,9.149292,8.9700461,9.2239609,9.3712674,9.8004732,9.661623
"LRFN5",6.68012718,6.90358547,6.8404589,6.84744457,7.34457973,6.65525297,6.0218096,6.91442207,6.55363086,6.4864035,6.6650949,5.7485104
"LRFN5-DT",3.716065,4.4859243,4.6213336,4.038858,6.0733471,4.9784403,4.2759138,4.8235088,4.6526795,4.8135916,3.7279172,4.9352756
"LRG1",7.4794245,7.5054541,6.7150126,7.1006966,7.08734325,6.88964561,6.32309536,6.77164177,7.017053639,7.037942921,7.56960777,6.94139055
"LRGUK",6.16669086,6.5079003,6.88149551,6.3482075,7.011768376,5.9332509,6.59627632,6.69533065,6.70551113,5.7873669,6.1640349,6.8881307
"LRIF1",5.758102,5.6518822,5.9731837,5.7103424,3.8920408,4.4634386,6.1332522,5.6901312,6.0834656,5.0766912,2.8651696,3.9643336
"LRIG1",7.5179892,7.026309048,7.49246696,7.25225929,7.5676947,7.3896933,7.4200745,7.33860782,7.14278225,7.48375515,7.09041122,7.88064865
"LRIG2",6.87312797,6.72365,6.969995534,7.083261525,7.22492412,6.72461036,6.81263927,6.6828871,6.7377129,7.23504165,5.8069716,7.072448765
"LRIG2-DT",3.7007846,4.8683329,4.6295867,4.7019701,4.6710334,5.0024829,5.1028319,4.8290434,2.672679,4.0694704,3.363101,5.6461697
"LRIG3",8.4363366,7.61057476,6.53019622,7.88890747,6.69576553,7.819912,6.86317257,8.0719824,7.78816703,8.0356293,7.31861786,8.0605193
"LRIG3-DT",3.7327218,4.7812653,3.8828421,4.647028,5.041925,5.6131668,4.1445217,4.1714106,4.1630669,4.1209813,5.4075718,5.2758875
"LRIT1",8.3264323,8.6032257,8.5025587,8.6702938,9.0075226,9.139699,8.9205666,9.0571909,8.4874192,8.6313801,9.4390555,9.5534678
"LRIT2",0.9575172,2.7985382,1.7163482,0.972018599999999,1.6518796,2.536603,1.6352482,0.8876686,1.2427386,1.0131531,2.3103571,2.1235199
"LRIT3",1.293912,1.9692456,1.6831216,1.2199831,1.888824,2.1159759,1.5805292,0.795646199999999,1.9207416,1.0512452,2.3084989,2.8644209
"LRMDA",6.1294222,5.1696372,6.4736567,6.2864876,6.3701296,5.551909,5.5757661,4.7462874,5.4784961,5.5398288,5.1269622,4.9169331
"LRP1",12.3513632,11.9670449,11.8490773,11.5893166,12.4388906,10.9733306,11.6118946,11.9229746,11.6826946,11.9522629,12.7386732,12.2085209
"LRP1-AS",3.5932012,4.3492904,3.6927996,4.2113724,4.6431671,4.978849,3.4623276,3.7075987,3.5612159,3.1485544,4.7802172,4.8613968
"LRP10",11.1347686,11.428504,10.6835986,11.2155296,10.2621251,10.5666495,10.879695,11.099308,11.1376526,11.5755206,11.3298102,10.4836874
"LRP11",2.6598702,4.1110296,3.1113663,4.080493,3.5773559,3.2367382,3.3832722,3.5703531,3.7141896,3.7302418,3.8308988,3.2330723
"LRP12",5.5961271,5.5168705,5.5661993,5.3690887,4.9273726,4.4265232,5.2414866,5.8311606,6.3442669,5.6447301,3.5210848,4.6799264
"LRP1B",4.1085949,3.3121882,3.7680011,2.7158606,3.7966957,3.976522,4.8526206,1.4671906,2.8709576,2.1701096,2.5233679,2.428042
"LRP2",9.8639603,10.9206916,10.5450774,10.3935738,10.8455563,10.998559,10.6987076,10.9426241,10.7831068,10.3369351,11.5151656,11.6769839
"LRP2BP",3.2652569,4.2162094,3.2506986,4.1753221,4.7100401,3.4494839,4.1014982,4.2525168,3.3649979,3.5101095,3.5649019,4.1291581
"LRP3",7.2103434,6.67885212,6.87118915,6.3727112,7.14270023,6.8255835,6.606823,6.69572166,4.8797732,6.82546238,5.5414205,6.77547935
"LRP4",6.8520346,6.11293224,8.5681277,5.3080249,6.6315432,6.19036297,6.3384533,6.1939707,6.5109978,5.9886246,4.5046172,5.5266629
"LRP4-AS1",3.6307364,3.8483606,3.1478253,3.4553309,4.1453629,4.6663022,3.0789352,2.8671846,3.3547464,3.7832442,4.2752362,5.3390918
"LRP5",9.1274386,8.6734095,8.9375162,8.4403439,8.8887272,9.1088629,8.6360245,8.2330971,7.94836715,8.7954846,9.5429926,9.5152331
"LRP5L",7.02005676,6.48432354,6.6477118,6.62009624,7.046802556,6.7734013,6.8160744,6.51722053,6.0018139,6.61612514,7.38697246,7.10675291
"LRP6",7.5898371,7.64330105,7.47561458,7.3878613,7.43169407,7.8077498,7.66338924,7.88420967,7.35864357,7.7476883,6.31533626,7.8865576
"LRP8",2.9737286,4.0323043,2.7771206,3.5256166,3.992054,4.5376988,3.2209101,3.6019716,2.7738142,3.0831866,3.8603416,3.9723711
"LRP8-DT",2.6045723,2.6974426,1.7010842,3.0347624,2.81215,3.2255783,1.578847,1.9136072,2.3750782,2.8920986,2.0099912,2.7354861
"LRPAP1",12.6717976,11.9617081,12.1019316,11.9592696,11.8878413,11.976142,12.5584976,12.2149316,12.2643376,12.2477606,12.2577126,11.1118803
"LRPPRC",8.7324524,7.9546776,8.3205767,7.9236651,7.08972648,7.5606165,8.1662226,7.9429741,8.0556317,8.1383438,7.17750839,7.32436374
"LRR1",6.989234006,6.75831798,6.55082992,7.123126065,7.07636837,7.17183403,6.7705603,6.87503914,6.84526066,6.9283152,7.42882827,7.22240928
"LRRC1",9.4222546,9.1800833,9.225545,7.25063995,9.7902776,8.8486586,10.2222233,7.8097792,7.47887233,8.6585398,8.6940298,8.5920191
"LRRC10",5.2512932,6.0813828,5.9478531,5.6649666,6.15824226,6.3788338,5.4134856,6.32839874,6.0560074,5.2842112,6.70515588,6.13085655
"LRRC10B",6.1976977,6.3755942,6.4170113,5.9370346,6.70341495,5.6815853,6.659565,6.53178123,6.0799103,6.0177241,6.3474608,6.70911268
"LRRC14B",0.7879266,2.546741,1.5943632,0.9520396,1.6809746,1.8147083,2.4599706,0.7916332,1.4437286,1.0065166,2.0605966,2.6124792
"LRRC15",2.8277712,2.5762968,2.0188861,4.0803752,3.0676956,2.3110296,1.6240786,0.8184166,5.7297154,2.1220723,2.0081272,2.0386366
"LRRC17",6.71151832,5.7141876,7.87529186,5.7286225,8.1466523,5.6149969,6.47862533,4.8811031,3.2691966,5.1169372,5.8530712,4.2186661
"LRRC18",7.73083976,7.5371924,8.2371102,7.18147281,7.33901027,6.86493591,7.45112423,7.5798874,8.1292572,7.11505226,7.15976719,6.47004083
"LRRC2",4.2200671,6.61261943,5.6648579,6.20190433,7.056060826,6.910644566,5.9426298,5.8966675,5.0526762,5.8304515,8.9072123,6.49395136
"LRRC23",9.188303,8.3818741,9.4667063,8.3408623,8.2663975,7.9061537,8.0615864,8.1654272,8.6970253,7.94978527,7.9796763,8.3089018
"LRRC24",5.5096941,5.1450596,4.7453571,4.9816714,4.9226656,4.9683806,5.3644958,5.1381703,4.3658338,5.1201306,5.3477965,4.6805354
"LRRC25",4.1868706,3.392603,2.9911332,4.1637369,3.9183331,4.2138196,2.2058549,3.6911068,5.0291753,3.5570536,5.3322902,3.3323341
"LRRC27",6.3412304,8.1372109,7.660842,7.1175547,7.769064,6.88551239,7.24522976,7.6754084,7.34743694,6.5598202,7.39861587,6.4465914
"LRRC28",6.98013309,6.80885509,7.23555473,6.73318103,7.29740623,7.1937075,6.929877316,6.80227474,7.4693499,6.80094436,6.19300655,6.16079477
"LRRC3",5.9361582,6.46883205,6.06113914,6.45788196,7.19996456,7.75715736,6.9390612,6.86014084,6.2519217,6.2545147,7.21168045,7.5277701
"LRRC3-DT",0.8302736,2.9974296,1.6553176,0.994399599999999,2.8735866,3.001514,3.5670214,2.4734693,1.155694,1.0334092,4.4478684,2.8865619
"LRRC30",3.8381996,5.3435936,4.9993339,4.6124606,5.0609074,5.0428462,4.695056,4.5296774,3.6746989,3.8513041,6.21160654,4.672246
"LRRC31",4.2913242,5.9493752,5.3499909,7.670826,5.9114304,5.6165257,3.5698371,4.1032663,5.9724903,5.5591517,5.5452619,6.2797413
"LRRC32",5.9440566,5.8898774,5.9981451,7.15392879,6.2690163,6.3336764,5.7163334,6.82387642,6.2792578,6.3620205,6.4930964,6.2938552
"LRRC32-AS1",3.1354571,4.0991746,3.161778,3.4579234,3.8941966,4.2097998,3.7250271,3.6832462,3.3977976,3.1522441,4.7248822,4.2824626
"LRRC34",7.35955814,6.97874454,7.28427032,7.0939236,7.3394709,7.17101577,7.21224979,6.86108879,6.17821506,7.18842128,6.452282,7.5872145
"LRRC36",3.4162884,4.719131,4.4924193,4.2926641,4.758399,4.0738821,4.434351,4.4678236,3.647585,4.0431738,5.6074109,5.3688216
"LRRC37A11P",10.4097586,9.928298,10.340231,9.1739378,9.5102873,9.3959904,10.3985014,9.437459,9.3252926,9.1702023,10.2184115,9.2819386
"LRRC37A3",10.945735,10.7930165,11.222127,10.0085869,9.9064646,9.099557,11.2849276,10.0013676,10.0209389,9.5477009,9.8871861,10.5295239
"LRRC37A4P",7.89528564,7.800952,7.89630893,6.90166572,8.0250216,8.082408,7.8142624,7.27973846,6.92150978,6.984447514,7.3522921,8.6528082
"LRRC38",1.5201876,2.3762616,1.7441163,2.9724493,2.4348641,2.9952832,1.5402746,2.5809356,1.3166061,2.0493079,4.5031028,2.6863926
"LRRC39",5.4373494,5.4763704,5.6292925,5.6538334,4.3803068,4.4667058,5.4036379,5.5758801,5.5503278,5.7177968,2.8820236,5.7547436
"LRRC3B",6.13266376,6.4556799,6.85310081,4.8136902,5.8787318,4.2308631,6.22721103,6.61077408,3.2326708,4.8486348,5.6718607,5.0463453
"LRRC3B-AS1",2.2285991,4.374938,3.7228275,1.7822719,2.2936702,2.8824966,3.2210293,3.4905668,1.275199,2.0652096,3.157404,3.7767616
"LRRC3C",3.4104096,4.6896663,4.3822279,4.2185574,4.8001076,4.8382254,4.1592698,4.0428853,3.7903648,3.483893,5.6767488,5.0459228
"LRRC4",4.5801068,5.5546446,5.1728144,6.018096,5.8682256,5.6985798,5.3885398,5.4254303,5.0350452,5.1391144,5.8174582,7.62250236
"LRRC40",5.5644179,5.4582582,5.2707415,5.3983279,5.0927792,5.9553595,5.6183644,5.6931696,5.5573354,5.8267551,2.668231,6.23114685
"LRRC41",11.4150746,10.7186318,10.8903504,10.2783604,10.5557366,10.8595429,11.0454636,10.4457246,10.1595412,10.5153294,10.9649496,11.0288039
"LRRC42",7.8751612,7.08282474,7.31703476,7.28473285,7.7573357,7.4385653,7.47575573,7.3212214,7.46109203,7.62575534,8.3107186,7.6549006
"LRRC43",4.0089226,4.1625396,4.1060734,3.97154,4.2275744,5.0892411,3.1706786,3.1943159,3.7596689,3.6001754,4.4854846,4.72963
"LRRC45",5.8670025,5.4630304,5.6653757,5.485509,5.8149186,5.9124441,5.5013495,5.5838862,5.665731,5.2567869,6.1635566,5.735086
"LRRC46",6.78783325,6.948577916,7.49707988,6.69409088,7.42572406,6.88437084,6.59963993,6.66571907,6.88690952,6.30206684,7.47338966,7.49285606
"LRRC47",8.1613722,7.529768,7.8640509,7.8087931,5.1692729,5.7219992,7.66448406,7.51780037,7.93747905,8.0408383,5.6659499,5.3493443
"LRRC49",6.77905182,6.58263115,7.38947967,7.124445,7.28649906,6.66550878,6.49002174,6.4455977,6.86676887,6.72600177,6.5098558,6.4614096
"LRRC4B",6.41389373,5.8816986,7.05002979,5.7849064,7.17995838,6.2373562,6.4680176,5.7049914,5.0741306,5.757896,7.11512092,6.60271028
"LRRC4C",5.6399365,5.3810473,5.6228524,4.8278609,5.8435622,5.2207804,4.6036116,5.1976033,5.3024035,4.6370116,4.6137028,5.2113076
"LRRC51",8.6824961,7.9195347,9.1039849,8.00800136,7.11151985,6.2575727,8.4767876,7.54842666,8.2753611,7.67715267,7.36504844,7.32873825
"LRRC52",3.8770128,4.7282582,4.0964232,4.2277241,5.0904637,5.0407095,5.2931977,4.377256,3.5583811,3.8192549,4.8248501,4.8113613
"LRRC52-AS1",5.1649542,6.6727381,6.56521038,5.3702193,7.46358112,4.3095336,7.048082387,5.652896,3.83144,3.9527183,6.985049283,5.5816512
"LRRC53",3.5349426,3.8568526,3.7425404,3.9178863,4.8693538,4.6247282,3.7289877,3.2664662,3.1783038,2.9647866,4.822784,4.3701592
"LRRC55",7.5749674,9.9957276,8.9618397,9.4360476,8.6321888,8.0521231,9.2025528,9.3912906,8.5971709,8.1294003,10.2868414,7.7982779
"LRRC56",4.1038161,4.1674352,4.5382009,4.2172766,2.9953316,2.7438879,3.7400742,3.6534338,2.9272596,3.5868903,2.90271,3.1440456
"LRRC57",7.025299107,6.46948246,7.11982349,6.74925045,6.6362019,6.4210506,6.7889233,6.899034535,7.024355923,6.88831619,6.32041744,6.41810754
"LRRC59",9.7361756,8.6388817,9.6368686,8.543911,7.8850327,8.878665,8.9884835,8.6700774,9.0776806,9.2622452,7.40554813,8.000721
"LRRC59-AS1",4.8312364,3.7954264,4.0003028,3.5937128,2.97185,3.2953368,3.579505,3.6697431,3.8382068,4.2799855,3.6486674,4.0877681
"LRRC61",5.7891875,5.0563288,5.927392,5.4712925,5.5049968,4.1666317,6.0735035,5.0190883,5.6474753,5.1008335,5.2505246,4.0833646
"LRRC63",2.0202826,1.2278509,2.7793131,1.9430976,1.926579,1.9375526,2.2479326,1.9195596,2.1551126,1.2458166,2.1266699,2.6341356
"LRRC66",2.1237841,4.4576064,2.5288658,4.4997712,3.9549413,4.7122531,3.2284222,4.7711211,3.5759988,4.2173152,4.0004306,3.8532038
"LRRC69",2.5914889,2.4437746,1.653656,2.0986696,1.7606049,1.829381,1.5991286,2.5401286,1.5464146,1.0164826,2.1980911,2.6308861
"LRRC7",2.9691339,2.7068959,3.0938411,1.5278286,1.9306593,2.7971239,1.7111606,1.3487082,1.1944971,1.5911106,2.3582106,2.494567
"LRRC7-AS1",0.831478199999999,0.9021056,1.6477436,0.976984099999999,1.725215,1.8473036,2.0257473,0.8546429,1.2635279,2.4143836,2.8497856,2.6837956
"LRRC71",4.1445213,4.8963824,5.1073652,4.4400216,4.9926629,4.907341,4.6447254,4.680985,3.8022566,4.1001091,4.8850736,4.9411469
"LRRC72",6.3793631,6.122468,6.4453879,6.0621462,6.4821835,6.18931345,6.50451854,6.32163147,6.16178135,6.42263416,7.09028915,6.76853183
"LRRC73",6.34906295,5.5579234,5.8915816,5.728817,5.7683707,4.4887452,5.7248888,5.6218596,5.6996222,5.8753057,6.74247984,5.0956669
"LRRC74A",0.792519599999999,0.607629599999999,1.6601696,0.5976773,1.6139636,1.7859156,1.5072022,2.6010323,1.1208864,0.9468346,1.7518426,2.8213366
"LRRC74B",5.2902913,6.0604601,5.9396353,5.9179564,6.41250423,6.6824465,5.9165192,6.15491584,5.8056007,5.8441921,6.53586057,6.61789898
"LRRC75A",6.1674624,6.73023418,6.68100647,6.6945801,6.0971604,6.901175534,6.93134693,7.19039825,6.3038502,6.79533962,6.642345,7.43944267
"LRRC75B",5.1202469,4.4800806,4.6337004,4.4813195,4.7246781,4.2410794,4.5808864,4.1187148,4.9273606,3.8450299,4.6420526,4.6266576
"LRRC77P",4.7645926,3.9788132,2.9029851,6.32440666,6.66212848,6.16494945,3.0723839,3.8268438,4.3532886,5.2426091,5.0300341,5.3148837
"LRRC78P",0.782313899999999,1.5139962,2.6705436,2.0346816,1.6993856,1.8228406,1.8166991,0.8050871,1.2023946,0.922804899999999,2.1400186,2.7411386
"LRRC8A",9.7460909,9.579073,9.4854976,9.3479986,9.3527193,10.0408154,9.6550093,9.8665629,9.85882,9.7684106,9.3836756,9.8281966
"LRRC8B",5.212925,5.1539679,5.7030287,5.1740418,3.1403809,4.0184613,4.5719014,4.7279053,5.1083689,4.8372722,3.8991661,4.311596
"LRRC8C",8.0798989,8.1704808,8.3296624,8.7256604,8.3000088,6.85088257,8.2463532,8.2161646,9.0203839,8.228159,8.1513987,8.0724831
"LRRC8C-DT",2.7671342,3.4812932,3.693584,3.7371292,3.5780349,3.4932781,3.3730669,3.1915012,3.9865599,3.0845309,4.4427662,3.6308413
"LRRC8D",6.79917816,5.9090748,6.3690453,6.27320293,5.8407703,5.9798084,6.1947785,6.05825905,6.76179508,6.4492817,5.0889492,6.0944324
"LRRC8E",6.56176475,7.25949482,6.84267906,6.72722248,6.5871258,6.47102836,6.81275848,6.932230984,6.11184505,7.11701206,7.44741825,6.957119023
"LRRC9",0.7709676,0.582803599999999,1.5641986,0.0494718999999995,1.6715326,1.8230954,1.6553841,0.7895942,1.1580353,0.922251599999999,2.9802366,3.3835011
"LRRCC1",5.81845,5.5018359,5.9666014,6.1340628,5.649252,6.27934745,5.8976078,5.9492894,6.94224647,6.4868498,2.240398,6.60487512
"LRRD1",3.1759267,3.8010483,3.2161284,4.273571,4.3098984,4.2923776,2.3824263,3.3977076,2.8010221,2.302969,4.4797612,3.8950476
"LRRFIP1",9.9306593,9.583911,9.2922154,9.8151866,9.0774021,9.6416293,9.4845772,9.7643996,9.989523,10.0910111,8.9121275,9.3614856
"LRRFIP2",10.336443,9.8707428,9.6840544,9.2191526,10.1442032,10.0438596,10.1899196,9.5858403,8.9557476,10.2104626,10.0271646,7.5330744
"LRRIQ1",5.3737378,4.9367328,5.3611861,5.1547113,5.7058769,5.8219056,4.8656788,4.6931606,5.0328627,4.8333469,5.6230097,5.8196636
"LRRIQ3",5.7883854,6.08667186,6.03607944,6.4376488,7.18797973,7.366046,6.2575045,6.4794741,6.34723476,6.43810276,7.2678185,7.51647476
"LRRIQ4",1.4877176,3.5370946,1.8222026,4.9339733,2.8780299,4.9658423,1.8168566,1.0171771,4.079268,2.7790079,2.3971386,5.0127812
"LRRK1-AS1",6.62342075,6.61107258,6.6112309,6.72880748,7.25965313,7.6722832,6.965495144,7.052003895,6.8523455,6.80263141,7.75739006,7.5258408
"LRRK2",2.4108136,3.3101196,3.317133,3.0939789,3.837276,2.1954386,1.5735979,3.5355454,3.3479376,1.7797189,2.5206881,2.6836672
"LRRK2-DT",0.829989899999999,0.650965599999999,1.631835,0.0705652999999993,1.7010403,1.7945052,1.5793736,1.3278842,1.1682576,0.9560929,2.080082,2.6030431
"LRRN1",2.3735936,3.5558873,4.068029,2.41148,3.1384936,1.8533469,2.6093159,2.6110993,1.4492722,2.4072146,3.746336,3.3739119
"LRRN2",5.6951514,6.24253086,5.9901429,6.15798,6.60019497,6.57626203,6.0666104,6.2957049,6.3412314,6.1479836,6.927763974,7.17758278
"LRRN3",4.4276543,4.3056484,4.1088515,4.1880456,5.439405,4.8127947,4.5877953,4.2399283,3.60987,3.3239936,4.4377118,5.7524796
"LRRN4",3.135087,3.3432331,3.0130076,3.4193621,4.0700121,4.2823649,2.6896849,2.9039121,3.2258783,3.1684146,4.6487294,3.8952275
"LRRN4CL",5.6314326,5.3256765,5.0917073,5.4747811,5.4826489,5.6082592,5.117117,5.2586394,6.81993297,5.226008,2.5835366,4.9255343
