"","SRR6286050","SRR6286052","SRR6286054","SRR6286056","SRR6286058","SRR6286060","SRR6286062","SRR6286064","SRR6286066","SRR6286068","SRR6286070","SRR6286072","SRR6286074","SRR6286076","SRR6286078","SRR6286079","SRR6286080","SRR6286081","SRR6286082","SRR6286083","SRR6286084","SRR6286085","SRR6286086","SRR6286087","SRR6286088","SRR6286089","SRR6286090","SRR6286091","SRR6286092","SRR6286093","SRR6286094","SRR6286095","SRR6286096","SRR6286097","SRR6286098"
"CDC42EP5",7.54278093254811,7.71052175181083,7.61700686011222,8.03850226249347,7.90289357198616,7.27767314884341,7.41835037890704,7.97768636986528,8.80809467175734,7.81674797662911,7.16726651314082,7.18944059841121,7.91914118171654,8.61167294701032,8.32000374548206,7.53336543918373,8.20840548428419,8.25361802031375,8.0170163492024,7.78917170776838,9.09897528957771,8.32737402523004,8.36566801791299,8.57401741543067,7.98223597781877,7.83530071507137,8.48836870071323,7.36703388667726,7.66967762070137,9.81139899828619,8.18928120646394,8.4825764181662,7.13343250614489,8.87646059898401,8.86443454527691
"ALDOC",7.75286505409734,7.66671557749445,8.00811781064839,7.92740488187418,7.99236579951203,7.63483813987634,7.74062555577941,8.16495516963323,8.44383521723311,7.70133449074489,8.06712640878312,7.96268505055716,8.12965609356023,8.22399489159658,8.63069983236673,7.94698578021868,7.50272664074235,7.3507506895719,7.9769878876205,7.72539603879121,7.73036689638146,7.90464712999739,7.63033412080057,7.79163741287917,7.88270999922588,8.03163036565635,7.42494394080253,7.44535735627224,7.81560561469087,8.54880945405295,9.10301604109783,7.57299194982765,7.42674431289266,7.72091368777816,7.85944387278541
"GLDC",7.39066606922044,7.89390216371861,5.98509316616979,6.92704067741821,5.53519075053818,7.7763819834289,7.61306432695184,7.36317052496226,6.91048669314484,6.65604102763401,7.6509711978541,7.90229242715041,8.20617406731452,6.38952680118871,8.29552537809132,7.68183089553941,8.77032313630605,7.24096882956488,7.94341896619748,8.5640783072686,7.10269781561686,7.74984273577998,6.84594933961004,6.7400951225192,7.61565592967696,7.5974796378682,7.76129988224438,6.74821858835088,8.95706983540038,7.39720745226433,10.5369284832487,6.17656547738962,7.65016949900628,7.23540963175805,8.62214537922227
"SMIM3",7.81963060926281,7.91067647761134,7.7653452713804,8.30530008701077,7.89282465752539,7.96908098497551,7.91452919272433,7.3450576677954,8.54478993081089,8.20508246348969,7.65100648514377,7.36351228065083,8.88090193239532,8.40823569566108,8.93990063177732,8.31671543449918,8.5549066981247,7.55897422706727,8.49970689820872,7.10104123745865,8.09516349802612,7.54735860242263,7.30631983165127,8.11453378704087,7.45546606297877,7.33564781227953,8.04561477504015,6.97184926167545,7.90915109204143,8.08899966404296,7.99119065252853,6.87835496700251,7.34613723706033,7.68907127442396,7.61127933748669
"LOC102723566",7.2131080639614,8.07470496616741,7.66623584529764,8.28976426966568,7.61408770977457,7.95828955747431,8.09468002954497,7.94773883199329,8.12448955031738,7.73729946370763,8.04604011426036,7.64911690003415,8.68256213959167,8.06091690574496,7.95584747923231,7.82259487617455,8.26612229990122,8.23366651077746,8.02090364465127,7.04827716986457,8.16786441127607,7.98161470834825,7.70476524777409,7.68944063358378,8.11479008018131,7.73967406805179,7.37801599806787,7.52305205244686,7.57154041950584,7.20476573979222,7.55561175225733,7.6459349094497,7.72587036127678,8.10623596293841,7.97157487096017
"HEXIM2",6.91817246088854,6.93267449142863,6.73871768553724,7.20765047269213,8.12215139536455,7.91015993867833,7.57620929665204,7.37676482455663,7.57354145875926,7.23632169154677,8.02751946470937,7.97061956682436,7.36764634167635,8.70649372247691,7.64275220879925,6.65498677170364,8.47393500728329,8.67605443720269,8.2658883518399,8.39680903556444,8.00186980510131,8.75174506374224,7.84193615127696,8.55017455510664,8.50811702499104,8.33436134693716,8.15750045069353,7.49646908210315,8.44891831994807,8.12471920347495,9.02571873328887,8.46226004066461,7.70403743461647,9.06326952643964,8.39123425316179
"KLK10",9.5205667648685,4.88330498431327,8.15005197222848,8.86827051188934,7.06613091446479,7.22405546026523,6.66115847951943,6.47434194404641,5.37187213550925,9.20094070795713,6.80073455468208,5.96081049425368,10.0095489351423,7.11988764841853,8.84025997865613,5.91340286989538,7.08522333960433,7.11544561650409,7.16654756440348,5.34342007296349,7.17823677060551,7.09146742706468,6.57547031489505,6.58768612065751,6.73380615701041,7.18964084903599,7.95972082118721,7.65909241977373,7.77730847632966,7.37715858241379,7.39700160391233,7.89596358595334,6.98361053342186,7.09854650488018,6.79650697575582
"ZNF487",7.92447606654688,7.84598092572662,7.40253575751554,7.7582783389084,7.49187977686334,7.97916139067283,7.70833295860225,7.84304164524035,8.48995951927123,7.9073683363718,7.84119288162928,7.8274738163243,8.10223576258701,7.94257586068938,7.98557478595375,7.95949305949708,7.68276516186615,8.09807805109704,8.47506135098883,7.72252294131939,8.08261983338914,7.98473161296634,8.72460174915374,8.06889792799138,7.99306660857749,8.10213387783943,8.12271386356197,8.25303128796978,8.41124981251492,7.97427766337539,8.93270871128538,8.24302548627461,8.03655500126219,7.89009685630938,7.88000834459635
"CEL",6.36573160162719,7.62098549835118,6.75746670508233,7.25266765553171,7.18517876695739,7.57742346866272,7.35013451157357,7.20436158394331,7.41854645402459,7.00504679889869,7.28157116605062,6.881218630018,7.46945897352386,8.01583317121835,7.53660926640826,7.53826636347421,8.56219572773624,7.75085851610299,8.43551699010542,8.02495974297529,8.20216812584708,8.16818563778715,8.89763920726024,8.0899972465345,7.97650850580549,9.22413786797145,8.38673153759431,9.53211365124439,8.82115222941764,8.74339106563956,9.49806301600904,8.46695608399303,7.57504627652939,8.8685458740214,8.74679829579662
"CHEK1",8.62267324216705,7.55179458022319,8.46102948738787,7.76969854278461,9.32368119131901,7.23641220716698,7.20244873468191,7.8726588988548,8.22827382665029,8.22462317381149,8.03316550959336,7.72099310557311,7.79811111456367,7.79975826481298,8.65422331081695,7.94193246583143,6.86870650527088,7.88686471528545,7.14000233512512,7.63661369506817,7.08604653691577,7.53166241799966,7.06032437110432,7.4037882601986,7.31202597939056,8.10297782775964,7.81504361457713,10.0041818296969,7.48978942924502,7.69954478482204,7.41556922022077,7.1159324170874,7.43822859704061,7.11285075776451,7.2091428097049
"LINC02669",8.62777006759812,9.39973791168119,8.43957136819007,7.81466985572057,5.70317518414692,8.48643806824822,8.49912299079093,7.77376432077318,7.71949500152021,9.39195386038776,8.53311179612017,7.5009125621767,9.13534313816377,5.14221691818055,4.89019538759373,8.31879395079305,7.7779398304999,5.26721358772578,6.59301641893637,6.22109386908179,6.48666366745622,5.27440201216305,7.37334224558722,6.69539893148141,7.32480833404651,5.91620250552566,5.25289099604652,4.73239477569472,7.18517327638051,5.71936222598115,6.04104156453264,6.7454323666123,6.58315354778746,5.99653888407407,5.65516302717313
"PRKG1",6.92136086751493,7.60043720911529,8.25745007623283,7.15122236254575,8.30357684483478,7.51750284818655,7.66114968438527,8.63912671907913,8.36872658681242,7.80137762053951,7.75323233630955,8.21929075705026,7.04227379863058,8.11067136173573,8.4373167313538,8.47892903682128,7.91627830410517,8.04052031420747,8.1942182550822,8.46777224893196,8.59030362745392,8.40317201483104,7.69852833239641,8.22651036811992,8.53061128628091,7.90081732013667,8.77405105749477,7.16465709001804,7.76066397671991,8.61648070425709,6.76122693264208,9.00006549769431,8.7433811004772,7.37203209272854,8.58332000004695
"SMG1P7",7.43680962789342,8.02867017738737,7.69123590003917,7.74656539237557,7.58920023192894,7.67276481528564,8.10121030282387,8.26262796984079,8.42341438019151,7.6702105620204,7.55839820390717,7.86797185119149,7.9272300182577,8.47001372973376,8.40953864732982,7.60040081272233,8.2239256485166,7.47438174876286,7.95894240908205,7.67440087246445,8.77483658003493,8.09104511503336,9.23840596203153,7.71450257435384,7.92610539914356,7.46028809140963,7.43892177224764,7.04672898834199,8.10385675766329,8.73149706362793,7.52601235842215,7.86649564982089,7.74290207184426,8.75818806571584,9.11913011223592
"GNAL",7.13343922139594,7.95346925187163,7.89821136166553,8.43812975700386,7.83600925929582,7.72763575427871,8.37954298457105,8.1836047759584,8.1211039073874,7.96993623896959,7.83434733709884,7.49556784827626,8.62895058974481,7.92948142108825,7.92911947312768,8.31587440725195,8.00066469900586,8.37491005400982,8.38907263252009,7.4172630216608,8.29212693338208,7.78451190052049,7.972293925778,7.75269672171586,7.84562411543639,7.66934639517163,7.92290230920565,8.1020411658292,8.23967694570668,8.09764011385499,7.69071856117455,7.78969690601783,7.41023238595986,7.56965997438204,8.18396656236337
"ZSWIM3",8.19687392473366,9.1022945002662,7.61537975960852,7.95745082914754,7.50391819064237,8.03495915230661,7.78347184687832,7.81337391293086,7.33046831358629,8.69258633380132,7.51566283114555,7.70961822777974,8.98590413523697,7.46702114991497,7.13295689991035,8.39503259271598,7.77757477599402,7.34037491319473,7.73732538748476,7.21593584509147,7.50855355449628,7.32865929589451,7.76884870166442,7.34092532640742,7.8108592389434,7.53978951167409,7.42564011839364,7.51241541606711,7.28243559312504,7.53772102223914,7.55175870270782,7.46391555319187,7.44757564528388,7.12104046320108,7.56951738290252
"RRAD",7.48476127075793,7.28589119363726,6.4546562721093,7.43986058062163,5.73149447028688,7.34571491161871,6.76479682886975,7.80514231045633,8.79609663481762,7.22320771490532,7.11406942189136,8.09822171733433,8.26677595705914,6.97932279876629,8.68469721243512,8.84129802890738,7.98802851199023,7.62298276168429,8.45165259186246,6.45007286671348,6.88220008897935,7.78870453044856,7.02145608222604,7.48749229903871,7.13760734002323,7.82744511546877,7.89681115096165,8.36718837813357,8.27553995207287,7.74868208133976,10.710474053543,8.60898491270519,7.47746340384313,6.95918564775987,7.70962299233165
"TTLL9",7.67269983227949,7.75543651324756,6.62207677788293,7.92506116469603,6.36025408809384,7.13357158297966,6.87757632543732,6.96497749476439,7.33734429071901,7.6047666135576,7.37588209290287,6.70183248188875,7.92083648576352,7.46079382275724,8.70135123629311,8.0208206136487,7.66950717569766,8.78014067349219,8.64131716822812,7.6651119271952,6.86956414037501,8.00112874807141,8.89672728159054,7.4717101371414,8.08313519263553,8.38565698301617,8.27323026000589,8.81720057864331,8.72920849194321,6.75521574193575,10.25515063942,9.13945896967667,7.87484972213811,7.26999812837884,8.16086055711725
"HOXD3",6.91033805501118,7.56192863939521,7.42100126643453,7.58691431354344,8.07017685934499,8.16286085409552,7.89872658842083,7.11977668495347,8.02600498666874,7.75885707482718,7.14220433791807,7.0518941051859,7.45543744228451,8.06968796635512,8.30170312428974,7.68852091007238,8.13042944828214,8.48664700591065,8.10745084279605,7.24646770781735,9.11461962183362,7.80950060672613,9.75453097985792,8.56931397559703,8.09512694352796,8.08512302442974,8.44048758471527,7.80679661193843,7.81707104459786,8.18998100131023,7.40172403372732,8.95149911159291,8.18703896603156,8.80215702775395,8.83635877858472
"SPTBN5",7.71097234267332,8.82374528778867,6.1678623206594,7.83808061934294,6.78898998946448,7.37727856197352,8.25141991990717,8.09151994864912,8.02179848952441,8.44175744389648,7.43750599131746,7.01099046318977,8.10713498142275,7.62990777648975,7.1547966864563,7.60094167413132,6.54389203409842,8.83797218439607,6.78470484440839,7.65999318324969,8.28529773769744,8.15614612091042,10.5104307830274,6.9654252040342,6.30155992768616,7.69311025904995,8.19713810188541,8.44271162393446,7.21214646285065,9.19260619221903,7.3491566114973,8.0856431543329,7.43358240681559,8.72479396220956,6.93549355852987
"PSMG3-AS1",7.55391888187557,7.77639745935255,7.70576080813355,7.6364049964466,8.19155657132697,7.91829063544435,7.77944434470272,7.54112816495925,7.06940347856161,7.41448000706886,8.1714230187402,7.12839974524309,7.47888253944616,8.46857823117949,7.78001043419197,7.18522155391173,7.76443330003382,8.40282338907124,7.73551934067732,7.24239425210745,7.66192634464948,8.243318948781,7.29890006871145,7.98506813267852,7.81241521723704,8.49586758361882,8.28599091703049,7.98822977648506,8.10732926654817,8.308256017896,8.89671338297509,8.0022201263412,8.16789197216417,7.94258051526963,7.64498672475463
"PPP1R26-AS1",8.23102539982063,8.59655281161906,8.11021263963123,8.48922427857809,7.55396242755332,8.2943607943184,8.18653022064577,7.98609059844934,7.61153443747291,8.86450343537693,7.97096043396482,8.14762003194452,8.99348729561009,7.15410784113717,7.73134606604005,8.21807290012013,8.35920778668398,7.30619389760754,8.28995102467494,7.61393719290321,7.58307831774281,6.77504871369047,6.81001166620952,7.13386511450718,7.58709806518752,7.51878436408733,7.16288578704786,8.15585787409769,7.81434512364292,5.93878829099693,7.72273034491168,7.29167741642071,7.86474566151749,6.83817232626047,7.21618713530944
"CNN1",7.87511682774516,6.66806526836125,7.19721625749055,10.1272627995173,7.72869639064481,6.99058836303435,7.34418737891595,6.58551536791627,9.53321361225018,8.24084345101021,6.88076545625708,5.99920257821329,8.05130462139622,6.91109614927512,8.53945771576687,7.11038431984486,6.62328092767585,5.76243922945614,7.88115971442925,6.05539791347141,7.00564627262864,5.98958492258039,6.56543023603616,6.12487929361156,6.29894985450407,6.07875342429302,9.92033375808973,7.81149375000947,6.26202431310693,7.02355505843463,6.77595408779072,6.44344376626765,5.7100092102214,6.11814444339544,8.67771035233456
"MOGAT1",7.01804853073566,8.15733453095673,7.27305758511285,6.05328657201517,8.45679914704274,8.86270820721318,8.98156928651866,8.38257389224624,6.4581946887664,6.55831915832175,8.87765627431721,8.99086960929422,5.92534306978478,6.39237689393833,7.67614380916227,7.82140128495487,8.06774511882276,6.6845965702929,8.61747118267841,8.44896723921607,7.48996240194235,6.93957229622749,6.71763302723768,7.32172298586362,7.95458533740283,7.99541141426358,7.12661314118031,6.84277610895382,7.75926709625518,5.96015232975412,6.93576043865985,6.85839305550597,8.86761650386994,6.75140504930111,6.84238592101624
"APBB1IP",9.343162948049,7.40289134103862,9.12201368043374,8.97931706446294,7.23866142908713,6.93903620218581,7.31228226749164,8.00642974835423,7.9511544056455,8.72979568259904,6.48992288880839,6.88688417452829,9.72126432847263,6.71559800225582,7.3736256173445,7.92562153022082,7.11915598836842,7.51577135218319,7.40995657620622,7.89145955041822,6.58060389771197,7.66180278996905,8.23667172809643,6.49927221762398,8.4067646556342,6.66359622785926,7.05264321170141,6.7664760998759,7.28424836831219,8.41506450386756,6.57230075702761,7.44555563155358,6.47954829876692,6.28003017322576,7.91145511356999
"LINC03052",7.95849279323536,7.48298875595321,7.48040549989813,7.88740133076759,7.69438485803359,8.10166193851039,7.81370948401778,7.99720713154993,7.46415408794597,7.32463450499448,8.3827443468627,8.29670915741095,7.64921152044532,7.81365397343406,7.65274385560676,7.52467607574508,7.74802844996105,7.27156578031635,8.33846629229589,7.98650533777402,7.77555147355805,7.68450790016239,7.69800635719125,7.91837225688831,8.06442300443246,8.2199618486229,8.06481195887265,7.71341331094085,8.11117107669213,7.6574754152209,8.40937673995234,7.9996459834319,8.25590928857769,8.44842513714436,8.12354611182204
"SPNS2",7.89028399289846,8.00854823421991,8.18254346226677,7.76334870610699,7.27183763168815,7.00347316755364,7.04256279939851,7.66188960616713,8.31499656818755,8.25935408242725,6.96504425622526,7.39141585481378,10.0654952093413,7.52716651409756,7.42911463374291,7.78589166483158,7.29367553506416,7.60509554339563,7.13991308111566,7.40685300199903,7.81549997977796,7.90746605051147,8.60286850879969,7.50846846158293,7.63148230838297,7.01797000643485,7.05337730920773,7.24753633996808,7.36559405392778,8.08086019234017,7.32277630536168,7.77623656864429,7.1285109766122,7.89012975143511,8.22107185813613
"ARHGAP25",9.27343222207469,7.21775217081181,8.08767422774359,8.47653475929311,7.7497367286576,7.17155258881505,7.06099850893987,7.33886237548404,7.3927077793395,8.12839419000975,6.95927263654487,6.74714905699375,9.53948099541913,7.39555992621243,8.31959901066066,7.69461533880883,7.32175278661146,7.62933194619246,6.97006250128137,7.15874153294423,7.91865321714137,7.59033667762113,8.03724306728684,7.78991849540108,7.56156645441282,7.06863657687309,7.44934857129844,7.37122219727415,7.74835733541325,7.82018543968304,7.2383531322112,7.68292304268677,7.04467299767413,7.89668492089448,7.81648432595234
"ASAH2B",7.91622917315299,7.75895867950173,8.59555728782533,8.1463476968331,8.30807189670099,8.09436349071077,7.85685435331512,8.03764179805853,8.03728686524527,7.77073884023599,7.7418530764022,7.75181176407031,8.18201250099423,8.06433068482194,9.12118590969964,7.76105409055279,7.86654675563287,7.90545385824369,7.70220928192391,7.6156364887865,7.88105005500138,7.81610674090872,7.84809279993921,8.07288948270793,7.58131881966663,7.83877293947523,7.83828417244273,8.5521969763168,7.82546990143561,7.77960298696602,7.81598556244217,7.87393404873869,8.12458325953905,7.98672976072525,7.70511167355496
"MNDA",10.0363570415483,7.28091424819286,7.76099093148238,9.30687013121709,7.05228554833253,6.73572359826036,6.74193329475268,7.70387639991047,6.48913039889409,8.2249543328107,6.72882329184257,6.21027976667336,10.9980782272368,6.192059882869,7.5943333549327,8.12709154898094,5.86791536254139,5.78986164629042,5.83395030670319,6.78263792937932,5.37458622193927,6.77848409478949,6.51396623039651,6.18249512157111,6.41053273745124,5.8844696724265,6.01445126202539,6.49750325276342,6.72582678624949,5.54240405272484,5.92762174405589,6.15643800469859,6.43239571443973,5.6004186423416,6.19050566270581
"TRAF3IP3",9.41046076622152,7.15963798078809,8.77698878286594,8.75602912274555,8.0771862276549,7.2115504326022,7.0284522442517,7.73445175207654,6.97115047325712,7.6742691054952,6.61647256757078,7.01626885987285,10.223139026233,7.12676235959003,8.13340942983904,7.29115506434926,7.66230651086441,7.3152602384238,6.99734315293201,7.03524913818328,7.08225073346681,7.48728179556005,8.00533099422671,7.50871788933705,7.73402993779351,6.80431625832574,7.34594866179811,7.29475587706234,8.03111301921647,6.7255939885663,6.47490519639715,7.47025373637143,6.72963436092357,7.59233499836544,7.58929963294662
"MYPOP",7.5333339431674,7.79518749334447,7.72000656537273,7.54046205646006,7.3695397829145,7.72738210392178,7.57883140577476,7.864238412634,8.08204498017411,7.8810355160454,7.4393388133495,7.84516417323064,8.01373298407442,8.38111894060664,7.4362107259132,7.62766408147484,8.48720077635183,8.41757059121837,8.18222695382232,7.84126949804747,8.52115874005544,8.23381810738241,8.893246266625,8.05692974646431,8.12961238440499,8.06985589413554,8.12197796037433,7.46189301147856,7.95400446635201,9.3799300484603,8.27999092052895,8.52307855627207,7.84782760582582,8.42028590497355,7.97218999536595
"SCAMP5",8.54611159885895,7.37923456752342,8.16090532755924,8.09274585154021,8.17425551093212,7.63488012401969,8.28573185192194,7.19341327234399,7.25299163495196,7.85229442725847,7.39478427396592,8.34365235280116,7.80116666642962,8.26216276627131,8.85954894281312,7.17151117968777,6.903520354084,8.27691387869523,7.56346460558666,7.76708364394435,7.05933394264321,7.4265422710743,8.48824074125302,7.55071737991963,8.00721321658058,7.48165859145349,8.75790099696986,9.07021315132209,7.0292991049708,7.30029867611352,8.41326927448905,7.54062122373734,7.38686766327962,7.36424219675236,7.35294802086186
"OTUB2",8.61729456743447,8.62892734612341,8.55895352703113,7.85783314369085,7.28669053125988,7.61418553884011,7.61214405303985,7.31738567015047,8.52728047030737,9.1637420094645,7.38768017620413,8.04487738691449,8.61863423936166,6.99740363556976,7.3891294311193,9.27359757145381,7.26796822229162,6.79513950869093,7.49633560381474,7.59554994186042,6.40131461902133,6.78304456589999,6.48805687180745,7.28692864417142,7.16133061817634,7.46636448116932,7.03014994423285,8.72047799083967,7.19572279873928,6.952407366304,6.92795978384122,6.86626878806238,7.20414367444878,6.85885120955398,6.21803962331339
"ZNF324B",7.49767842141112,7.94674955190408,8.05100687127212,7.96604016830446,8.05338325581672,8.01170657491935,7.85303321570925,8.26496105071098,8.76294129152954,8.063295771643,8.12327728968859,7.66139375407189,7.65128367651875,8.21448374918497,8.00272735656027,8.03206296607848,7.52714436472968,8.02926650946617,7.44524331638948,7.98259247435972,7.74807502283426,7.58027907164547,8.07789803767809,7.561794644474,7.95744546963524,7.772227940964,7.80095178540403,8.20825095239064,7.94216959661959,7.30182259646244,7.57613609718782,7.58059239453815,8.08987852885967,7.23308079319022,7.84636418535704
"CD247",8.84145681100535,7.031897407579,9.30060329521661,8.80555126869501,7.37113955293307,6.8957979860289,7.0007590549803,7.53927260283741,7.64647924427623,7.67388196177857,6.99200959929726,7.43190643528845,8.68595519746625,8.28793957131892,7.35853837240833,7.29642918774896,7.90531499702827,7.40697191959988,7.97270218000722,7.64913433477462,6.88476514582315,7.79148025044369,8.24279796973878,8.17892058147912,8.17051038998423,7.13168908491426,7.60478901427843,6.65587561798114,7.92325609601823,8.64728136597069,7.3740075926324,7.61320309099283,7.03346966513506,7.66213543393611,8.44314919235185
"VAV1",8.86957350777743,6.66206946511586,8.15276110084727,8.56963950105798,7.41825329097014,6.88214714847183,6.65847166406029,7.24435621158469,6.8312332596538,7.78254355097942,7.32564117704404,7.15398007924543,9.72645420386545,6.97625864057791,7.25068311785334,7.34850647062837,6.77263048709864,8.09793149312862,7.96574720605326,7.70688954810808,7.19904804795861,7.8617360612094,8.15359567154541,7.20369173402255,7.31321681096229,8.42681338106216,7.43065630068842,6.76888536034909,7.91103018585851,7.47380630083733,9.93502008972272,7.76231178930346,7.14365956412226,6.93629541730703,7.50760344654376
"C2orf74",8.10515399495682,6.92712058709755,7.31501275073932,7.47619491288485,8.11458323496713,7.06667339692139,7.14070205994272,8.15160993180105,8.27641509267644,7.82406919010614,6.80210594994014,8.21279325285203,7.28270999848349,7.63441199512643,7.76148200371703,7.79022797457424,9.04106450489385,8.93713464110333,8.55155677794548,7.89236202520874,8.74494336333131,8.44847090340663,7.55631589656053,7.60345112884041,7.58177366083057,8.27406735084284,7.9001500812413,7.39703410184349,9.03491245652786,7.98892688690545,8.90871239258354,7.93640179758447,7.68999759603055,8.27380783469052,8.55607375884138
"LIPT1",8.19219948697512,8.11206434439142,8.1403898465102,8.00795384738119,7.9779975092227,7.91221086662816,7.81941216000564,7.99191284275355,8.24118034393777,7.89147459654742,7.92007687988214,7.77276967610712,7.86457955558731,7.99427110965979,7.72531419024773,7.88194612446274,8.12911320732816,7.95411660696582,8.05979489285204,7.71142586606758,8.5544984654549,7.99971304334061,8.30769992893227,8.16804568300785,8.01402190202241,7.98529495389478,8.04064563206242,7.62768428548209,8.13734876111343,7.4951822660034,7.9858307147731,8.01408233422892,7.99410087718733,8.12471334850776,7.95282777903952
"TMEM116",7.44044817369661,7.73151009054891,7.40215611020709,8.21659499123721,8.66474876383831,8.35031250983673,7.83145135406019,8.0743798834874,6.53556188174513,7.65936102432117,8.72631293425831,7.91436691763588,7.48496245734334,7.69548312020509,8.22166909563655,6.84713873400436,7.65480435177253,8.03453202264625,8.33078375759148,7.77823439537276,8.06720244320877,7.94887132931438,7.67321447909447,7.91583407123347,7.91429547324666,8.49435246864569,8.11645980720439,8.24279053217781,7.97017939540056,7.49144151680127,7.92160113893964,7.89024862363651,7.9789467749654,7.80745011304637,7.75158760053636
"MYOM1",5.9949492479017,6.36535963701952,6.81611738022402,5.84704595245235,7.12201896835865,8.30851625473514,7.43521275042268,8.39960078612157,7.28607604837528,6.60122517921181,8.73340181991762,9.66762076471449,5.57202573963225,7.65918251248576,6.23936739757555,6.73595638867262,9.25032393868833,7.15958108681639,7.0701718537241,7.52102908230439,8.27216577361337,8.10490429507719,7.8443490955929,7.14673021674424,8.77511433911758,7.00500981608115,6.20221813724772,5.81259645482348,9.76201228336315,7.65574286900594,7.97716534485607,7.26468603829314,8.44195673940645,10.0340371457355,8.12735971797111
"SLC7A11",9.1002010576129,8.11093269049119,8.82937797124583,8.56747402780856,7.68262286544109,7.38374623209044,7.6722830134495,7.62272723043897,8.73502015409448,8.91993538593466,7.10393226943996,7.46126694828723,10.0080835061092,7.70218984032727,7.50184493585149,8.37829322987405,6.86261853045563,6.58085895094059,6.37875306346414,8.17492954243891,7.44774197762126,6.70455402215837,6.58681791063874,7.50754451431238,6.06359150249267,7.12306667610193,5.90911760605068,9.17247067127388,7.16034637492343,6.0593369219326,6.84280157128269,6.01228315023302,7.65298509818169,7.06487003941871,6.48632957551507
"CFAP276",7.67227090125064,6.95063128682971,5.36431629916981,6.49260435392658,5.40324162102568,6.90520140430794,6.77096972475761,6.07952698406088,5.98326556214415,7.23984134200654,6.34038729261358,6.48433082452708,8.2054106535401,7.49425156829031,8.13539445789842,7.40029523364551,8.27878247210547,8.40226639759099,8.96220281927451,7.15976250672412,7.44249990387813,8.84119266379328,8.94961635372137,7.67790791985164,7.53665935737422,8.49225916392307,7.95950461565044,9.19533252907496,8.93243134202684,9.47612027912476,11.0049291810568,8.52037553319228,7.52886287289728,7.75367159113423,8.72341814104951
"THAP8",7.67766467629425,7.68077058196021,7.52605474155321,7.59792282281521,7.73069872450254,8.10215287715038,7.99816903280784,7.65099758231535,7.90653246033077,7.63286803276054,8.04294151712556,7.89429539569492,7.42876609461755,8.14881780418883,7.58429315861001,7.28945055083158,8.22886910917544,7.94350265795161,8.0587376592908,8.26408275834322,7.73812505365173,8.17939658302526,7.55452890848229,7.81198137855967,8.47292105146217,8.46593511239258,7.87766605627893,7.66363523298895,8.24159817413013,8.23062824719153,8.54628951864027,8.20640302575023,8.09829015447768,8.00302268904687,8.01023743999352
"ZNF790-AS1",7.31973580248165,7.73252510496231,7.63176786430306,7.53061022625773,8.05169084635982,7.84698738161392,7.84583009957293,7.83649599249033,7.75941015394019,7.82085787765476,7.80305612947749,7.64034638628567,7.45584201507346,8.46631885018389,7.86359120272327,7.33776573016866,8.04514493991104,8.52741615771114,8.03583219202236,7.71594483639097,8.62621475756066,8.28560115786605,8.24974811350559,8.30190690362668,8.55470849438695,8.00560031796131,7.79414497855138,7.79854130972406,7.95837121134662,8.81697878499902,8.26094177241816,8.24231622783028,7.79441004578898,8.94580326036312,8.53655048433722
"ECSCR",8.31244942062223,8.10187115632323,8.40565520397135,7.47666421510638,7.74738537022155,7.60621296066759,7.9368486752877,7.50342366220844,8.0396972044413,8.23689779031309,7.51520078121583,7.30430878322481,8.61870147226417,7.89745939095447,8.07570519182894,7.83959003234916,7.95195002057955,8.33558433391338,7.65746758682068,7.33323864192302,8.34823028668314,7.85043477742732,7.79952478400307,8.36686293770402,8.11180035084725,7.78670517449541,7.87818114822071,7.35040634431843,8.06267170863916,7.92215238979136,7.78313868274611,8.03437154755874,7.81139893578976,7.86535854881499,8.51193038681135
"LOC100128770",7.25763278151636,8.2244395735367,6.99020584794919,7.80554541356877,7.88133616426454,9.05277018095768,8.74224158381024,7.80057962129646,6.94187864963096,8.33144840321672,8.56352961109422,8.75013828577042,7.78470379619444,6.29984506513758,7.79105479452143,8.17094067175778,7.07605371487666,6.2683494086048,7.73404439783018,7.61518861346351,6.5955541332426,6.38977067306962,6.60792723799238,6.33322317372335,6.94439769856086,7.19619611250578,6.69770008510342,7.02814332930902,6.34823554676544,6.01286354393406,6.39613568023803,6.34155815163679,8.58846221409504,6.73529456643409,6.35085344955232
"BTC",8.68793392555735,8.34686798873307,7.54803550486759,8.15595392171773,7.61047573002431,8.10234750585943,8.26451100354915,8.44092299281288,6.778539861976,8.4433956278096,7.87906138413432,8.01213216302571,8.30859093693455,6.49466325628767,8.47539672323197,7.6066111027398,8.03451355409469,7.31294621002871,8.3940643598775,7.49895360227521,6.94498624459838,7.51229964386968,6.89085628918227,7.29160847742692,7.77803026640794,7.60283047116676,7.57749389231795,8.50813476175173,8.25876723880112,6.20735066032854,8.49485892163925,7.70519751684799,7.82847874818295,6.56596856614704,7.8335462110525
